text,label
I guess they're back from their date.,4
Music. Very nice.,1
Oh my God!,2
"So, how are you?",5
I am good. I finished my book.,1
"Oh yeah, what's it about?",5
I don't remember. Do you wanna take a walk?,4
"Yeah, I do.",1
"Well, that's the part where you tell him that I moved to France. When actually I'll be in Cuba.",4
What if Mary-Angela comes to the door and I ask for Mary-Angela?,2
Where in Cuba?,1
"Joey, what-wh-wh-wha-wh-wha-wh-wha-wh-wha-what are you doing here?",2
Waiting for my Grandma to finish my laundry. What about you?,0
I'm here to see Mary-Angela.,0
Where's Mary-Angela?,0
She's right in there.,0
"Hey, Chandler!",1
Hey!,1
Hi!,1
What are you doing here?,4
"Ah y'know, this building is on my paper route so I...",4
Oh.,2
Hi.,4
Hi.,0
How'd did it go?,4
I'm so proud of you.,1
Me too!,1
"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",2
I know.,4
Yeah.,0
Yeah.,0
Rachel?,1
Yeah. Hi Mark!,1
"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",1
"Oh, I did!",1
Yes.,1
Oh my God!!,1
Congratu!! -lations-lations.,6
"So ah, Phoebe, how was your date?",4
Oh well y'know.,1
"Yeah, I do know.",4
"Ick, you were eavesdropping.",3
"Eavesdropping. Pheebs, the ceiling tiles were falling down.",3
"Oh, I'm sorry. But I really like this guy. And I think he really happens to like me.",1
Maybe he's just jumping on a pogo-stick and really likes it?,1
Maybe the pogo-stick likes it too?,0
"Ah, we'll all go. Come on.",5
Thanks you guys! Thank you.,1
Don't worry.,4
"God, I hope they kick his ass!",5
"Honey, I'm sorry.",6
"Y'know if it's any consolation, he really did sound like he was having more fun with you.",4
May I help you?,2
Don't do anything. Keep it inside. Learn how to hide your feelings! Don't cry outloud.,4
Yes! Guess who's in an audition for a Broadway musical?,5
"I want to say you but, that seems like such an easy answer.",4
"It is me! It's a musical version of Tale of Two Cities. So I think I'm gonna sing New York, New York, and ah, oh I left My Heart in San Francisco.",1
"Ah Joey, I don't think you get to pick the cities.",5
What?,2
Mr. Dickens gets to pick 'em.,2
Who?,3
I'll get you the Cliff Notes.,1
The what?,3
The abridgment.,4
"Oh, okay. The what?",5
"All right, I just got changed in thirty seconds so you can be alone with him. You'd better go for it.",0
"Please, I'm not going for anything.",0
"Well, if you don't, I will.",5
Would you please go?,0
Night Mon. Night Julio.,0
Adios.,0
"Look Julio, someone left their book here.",0
"Ah actually, that is mine.",0
"Oh yeah, what are you reading?",0
Your a poet and don't know it.,6
"Actually I ah, I am a poet.",0
Mine? Right here?,0
"Lovely, just lovely.",1
Really? Thanks.,4
"Excellent, I'll be there.",4
"Do you have the, the Ralph Lauren file?",1
"Oh, yeah, sure, it's umm...",1
Wh-what's that?,2
"It's from Ross, it's a love bug.",1
"Ah, excuse me, are you Rachel Green?",1
Yes.,0
"One, two, three...",1
"Omm-pah, omm-pah, omm-pah.",1
It's nice to have a boyfriend.,1
Your loyal loving boyfriend Ross..... Ross!,1
All right Ross!! I get it!!,3
I mean my God...,4
You're hurt!,3
I would never do that!,3
Mark's a genius!,1
Hi.,0
"Six dollars, please.",0
Six? I just had it for one night. It's three.,3
"Eight o'clock is the cut-off and, aww, it's 8:02.",5
"Y'know in a weird way, you have too much power. Look, you're gonna have to help me out here, 'cause I only have three.",3
I can help with that.,5
Oh my God. Richard? Hi!,1
Hi!,1
"Wow! Your lip went bald. Hey, thanks.",1
"So, you look great.",1
Right.,3
No you do. You... just...,2
What?,2
You've got panties stuck to your leg.,2
It's good to see you.,4
It's good to see you too.,4
"You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn.",1
"He's gonna go up to the counter with Citizen Kane, Vertigo, and Clockwork Orgy. This is nice.",1
Yeah.,1
I missed this.,6
Me too.,6
"So, you wanna get a hamburger or something?",1
"Oh, um, I don't know if that's a good idea.",6
"Oh. Look, just friends, I won't grope you. I promise.",0
"No it's not too soon, I had lunch at a eleven.",1
Hey.,1
Hey.,1
Do you have any ice?,0
"Check the freezer. If there's none in there, then we're probably out. Are you just getting in from work? It's late.",4
"Yeah, I know. I had the greatest day though, I got to sit in on the meeting with the reps from Calvin Klien. I told my boss I liked this line of lingerie, she ordered a ton of it. How was your day?",1
I discovered I'm able to count all of my teeth using just my tongue.,1
"Hmm. Umm, why do you have a copy of The Shining in your freezer?",5
"Oh, I was reading it last night, and I got scared, so.",2
"But ah, you're safe from it if it's in the freezer?",4
"Well, safer. Y'know, I mean I never start reading The Shining, without making sure we've got plenty of room in the freezer, y'know.",1
How often do you read it?,4
Haven't you ever read the same book over and over again?,4
"Well, umm, I guess I read Little Women more than once. But I mean that's a classic, what's so great about The Shining?",4
"The question should be Rach, what is not so great about the shining. Okay? And the answer would be nothing. All right? This is like the scariest book ever. I bet it's way better than that classic of yours.",3
"Okay. Ah, well we'll just see about that, okay. I will read The Shining, and you will read Little Women.",3
"All right, you got it.",4
All right.,3
Okay.,1
Okay.,1
"Ah, now Rach, these ah, these little women.",6
Yeah.,4
"You say 'Thank you very much,' and then you buy me something pretty. Come on, we're gonna put are hands in this bowl, and we're gonna start squishing the tomatoes.",1
"Ew, this feels very weird.",2
You touch people's eyeballs every day and this feels weird.,5
"Yeah, well, sure I touch them, but I spent years learning not to squish them. That's my hand.",2
Oops.,0
Okay.,0
Gotta keep squishing.,0
Tomatoes are squishing.,4
Okay.,0
Op.,0
"Oh, gosh, you got some on your shirt.",4
Yeah.,0
"Hold on a second, just put a little club soda on it and it should umm, be.....",4
What?,0
"Umm, you've got some on your pants.",6
I'll just throw them out.,4
So we can be friends who sleep together.,0
"Absolutely, this will just be something we do, like racquetball.",1
"Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?",3
Just your dad. Although that's actually racquetball. You know I-I do have a blind date with my sister's neighbour next Tuesday.,0
Oh.,0
You want me to cancel it?,0
No! No!,2
Okay.,0
"'Cause if you do that means you'd be cancelling it for me, and we're just friends.",4
Exactly.,0
Hi.,0
Sorry. I'm sorry.,2
"You would not believe my day! I had to work two shifts, and then to top it off, I lost one of my fake boobs, in a grill fire.",3
What are you smiling at?,1
"I'm sorry, I was just thinking you're day could still pick up.",1
"Yeah, right.",3
Hello.,0
I love this friend thing!,1
"Listen, Robert's gonna be here any second so, will one of you just tell him?",2
Oh.,0
"Please, right now, no, every time I see him it's like 'Is it on the lose?' 'Is it watching me?'",2
"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",3
"He's right, even if it's to say something complementary.",1
Hey!,1
Hey.,0
"So are ready for the gym? They've got this new rock climbing wall, we can spot each other.",5
"No, I can spot you from here.",0
What?,0
"Okay, listen Robert...",2
"Hey, don't we have to...",0
"Yeah, we got, um-hmm.",0
"Umm, I think you're really, really great...",1
Oh God! Here we go again. Why does this keep happening to me? Is it something I'm putting out there? Is this my fault? Or am I just nuts?,3
"I-I-I-I-I don't know, I don't know what to say.",2
"Hey buddy, this is a family place, put the mouse back in the house.",3
What?,2
"Beth is really, really sick.",6
Awwww.,6
"Jo's there, but I don't think there's anything she could do.",6
Joey?,0
Yeah.,0
Do you want to put the book in the freezer?,4
Okay.,0
Okay.,0
"'Cause every time I see your face, I can't help but fall from grace. I know.....",1
Wow! This girl is good.,1
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",1
I like her.,1
Why? Because she can sing and play guitar and do both at the same time?,3
"Well, that's pretty much all I'm looking for from these people.",1
Look at you. All jealous.,0
"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more",4
beside meeeee-eeee-ee. .,1
"Okay, see, see, everyone else is happy she's done.",3
"Okay, my next song's called Phoebe Buffay, What Can I Say. I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.",5
"Oh no, one of those 'look for the hidden meaning' songs.",3
Hey Phoebe.,1
"Hey Leslie, how'd you know I'd be here?",1
"I ran into Vlad at the place where they sell the big fish, and he said you played here a lot, so umm....",0
"All right listen, I have to go to the bathroom, but if the place with the big fish comes up again. I'd like know whether that's several big fish or just one big fish.",4
"So ah, Phoebe tells us you write jingles.",0
Actually I said she abandoned me to write jingles.,4
"Ah, anything we might of heard of?",1
"Ah, yeah, umm. Home is never far away..",1
Home is Home Star stew.,1
"Yeah, but, I don't do that anymore. I got kinda sick of it, and then I couldn't come up with anything good, so they fired me.",0
"Hmm, bummer.",6
No. But thanks.,0
Aw come on Phoebe would you just think about it?,4
Okay. No. But thanks.,0
"Okay, ah, see ya Pheebs.",0
"Wow, that was kinda brutal.",5
"Yeah, sure.",0
Someone in there?,0
No. This is just part of a dare devil game that I play called 'wait until the last moment before I burst and die.',3
"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",4
"Someone was in the lady's room, I couldn't wait. I left the lid up for ya though.",4
"Y'know what Gunther, go ah, go ahead, I'm-I'm talking to ah, . This is the part where you say your name.",4
Ginger.,4
"Ginger. I'm talking to Ginger, so....",5
Don't you have to use the bathroom?,0
"Nope, nope, I'd just ah, I'd rather talk to you. Yes, I do. Yes, I do have to go to the bathroom.",2
Someone in here.,5
Where's Chandler?,0
"Ah, he can't make it, he said he had to his... Whoa-oh!",2
Joey? Joey Tribbiani?,2
Joey I can see you okay? You're hiding behind the coats.,2
"Phew, close one.",3
Hi.,1
"Hi, sweetie!",1
Hello.,1
"Hi, Ross.",1
"Yeah, huh.",1
I've got some bad news.,6
What?,2
"Come on sweetie! You've had to work late every night for the past two weeks, what is it this time?",4
"Actually, it's kinda my fault. I-I quit today.",2
"But work comes first! Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya?",6
"Nooo, he's leaving for a better job.",2
"Okay, then.",4
Okay.,4
Well we're gonna miss you around here.,6
"Yeah, me too.",6
"So, see ya on Saturday.",4
"Yeah, you bet.",4
"Well, that's the best kiss I've had with anyone I've ever met in a men's room.",1
"Actually, me too.",1
"Op, foot in a puddle, foot all in a puddle.",3
"Oh damn, I hate that.",3
"Yeah, we're gonna have to get you out of those shoes.",1
"Oh, don't worry about it.",4
"No, really you're gonna freeze.",6
"No, I'm not.",0
"You're not, what do you, what do you got a bionic foot?",0
"Some day, maybe.",0
Funny book?,0
"Yeah, at the lecture, I told you that last week, you said you didn't mind.",0
"Oh, no, no, no, it's-it's not the lecture ah, I mind, umm....",0
"Oh, please tell me it's not because I'm going with Mark.",3
"Oh, well...",0
Oh my God!!! Ross!!,3
"Because, he's my friend.",3
"Okay, but do you really need another friend? I mean...",3
"Okay, well if I stop playing with Joey and Chandler, can I play with Mark?",3
Is that funny? Am I supposed to be laughing?,3
"I don't know, you thought 'See you Saturday' was funny. Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.",3
