label,text
exc,"Right, so we'll go there and then- and then we'll get some ice cream and maybe we'll go putt-putt golfing."
neu,Okay.  Putt-putt golfing?
exc,"Yeah, you want to go.  No, you want to go. You want to go."
exc,I can see it in your eyes.  You want to go.
exc,Good. Alright we're so happy.
exc,"That's right.  Um, so U.S.C. is a really nice school."
neu,Are you going to take out loans or-
neu,"But, um-"
neu,"I mean, like, I don't know.  I'm just saying if you need to make some extra cash.  You can, you know"
neu,Or library.
neu,I just said the library
neu,"or, um, campus cruiser.  You can drive people around."
neu,Right or you can run for student counsel.
neu,Dorky?
neu,It's important.
neu,Fine.  It's dorky.
neu,But that'll fit you  because you're a dork.
exc,I dork.
neu,"Yeah, you don't want to do the sorority thing because you'll probably get used and abused by"
neu,lots of drunk frat boys
neu,Yeah.
neu,"I mean it's not really free because you have to pay for it, but yeah."
neu,Well do you think you're going to live on campus or off campus your first year?
neu,"I hate to break this to you but you meet people by being cool, so-"
neu,"No, no, no.  You're right though.  I mean, you know, dorms are definitely the way to meet people.  I know that I was in an apartment off campus"
neu,"that happened, you know, that was going on."
hap,Hello.  Thank you for calling Dell Taco Corporate.  Can I help you?
neu,"Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that."
neu,Okay.  Well I'd be happy to-
fru,"Okay, sir.  I'd be happy to help you."
neu,"Sir, can- can you tell me which branch you went to.  We can start there."
neu,"Okay.  Um, and what was the complaint?"
neu,"Can you be a little more specific, sir?"
fru,"Did you try to take them back and get your order fixed, sir?"
neu,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?"
neu,"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address."
fru,"I understand, sir.  I will explain to them what the situa-"
fru,"Okay, sir.  They- they have to-"
fru,Sir.
fru,"Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise."
fru,Cindy?
fru,"Sir, I don't think my name is really relevant-"
fru,"Alright, sir. Sir.  I'm going to transfer you to the address."
fru,"Alright.  You know what, sir.  The customer is always right."
fru,I will go ahead and I will take- I will take
ang,But I'm giving you what you want.
fru,"Okay.  If that's what you want, you want to go to the next person?"
fru,Okay.  Great.
fru,"Yeah, um.  I have been trying to reach somebody who will refund, uh, my money."
neu,"Um, I basically, um I- I ordered some food"
fru,um and everything was pretty much uh- uh- just not done right. All the orders were messed up.
fru,"Yes, I did and that didn't- I got through to, like, one operator and she sent me to like three others"
fru,"If you could just give me that, then I will leave you alone. And just- if i could also- What?"
fru,The food was prepared incorrectly.
fru,I asked for no tomatoes.
neu,"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars."
ang,"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check."
ang,"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now"
ang,"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you."
ang,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.
ang,You're not going to call the other operator. You're not going to call the the other operator.
ang,You're going to fill out a form on your desk
ang,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.
fru,What's your name?
ang,Cindy?  Cindy what?
ang,"Cindy, look.  If you don't get your ass a piece of paper that has a check"
ang,"attached to it and you don't send it to me, I'm going to get very upset."
fru,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?"
fru,"Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want."
fru,Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.
fru,"of getting my sixteen dollars back. It fine, no honestly."
fru,"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-"
fru,No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.
sad,Did you talk to him?
fru,What was he doing out here at that hour?  He's dreaming about him again.  He's walking around at night.
ang,"What do you want to do, argue with him?"
ang,You can't say that to him.
ang,How are you going to prove it?  Can you prove it?
ang,To you it is and to me but not to him.  You can talk yourself blue in the face but there's no body and no grave so where are you?
ang,The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.
neu,"Well that's only your business, Chris."
ang,What do you want me to do?  You're old enough to know your own mind.
fru,I'm just saying.
ang,I ignore what I got to ignore. The girl is Larry's girl.
ang,"From father's point of view, he's not dead and you have no right to take his girl."
ang,"Now you can go on from there and you know where to go, but I'm telling you I don't know where to go.  See I don't know.  Now what can I do for you?"
neu,You're a considerate fellow.  There's nothing wrong in that.
fru,How do you know she'll marry you?  Maybe she feels the same way father does.
fru,The trouble is you don't see enough women.  You never did.
ang,I don't see why it has to be Annie.
ang,Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.
fru,"I don't want a diagram.  He thinks he's coming back, Chris."
ang,You marry that girl.  You're pronouncing him dead.  Now what happens to your father?  Do you know because I don't?
ang,Are you crazy?
ang,You've got a business here.  What the hell is this?
ang,Must you be inspired?
fru,You mean-tell me something you mean you'd really leave the business?
ang,Alright but don't think that way
ang,"because what the hell did we work for?  This whole shooting match is just for you, Chris."
ang,But don't think that way.  You hear me?
ang,Yeah.  I can see that.
neu,He saw it.
sad,"No, I figured the best thing was to leave him alone."
sad,I could hear him right through the floor of my room.
fru,"I don't know the meaning of this, mom.  But I know one thing you made a terrible mistake with dad."
fru,"Being dishonest with him, that kind of thing always pays off and now it's paying off."
ang,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?
ang,I don't want to argue with him but it's time that he realizes that Larry's not coming back anymore.
ang,We've got to say it to him.
ang,For God's sake three years.  Nobody comes back after three years.  It's insane.
fru,Sit down mom.  I want to talk to you.
fru,"Alright, alright, alright.  Listen. You know why I asked Annie here don't you?"
neu,You know why.
